Round,Date,Time,League,"Home Team",H,A,"Away Team",Status,Venue
14,04/07/2026,11:20,U07A,"LIPI U07A-1",-,-,"MENA U07A-2",PUBLISHED,"Glenn McGrath Mini A - 06&7 4"
14,04/07/2026,09:40,U07A,"CSEA U07A",-,-,"GYME U07A",PUBLISHED,"Woolooware 1 - 06&7 6"
14,04/07/2026,08:50,U07A,"CRSL U07A",-,-,"MENA U07A-1",PUBLISHED,"Solander 4A1 - 06&7"
14,04/07/2026,11:20,U07A,"EEAG U07A",-,-,"GEOR U07A",PUBLISHED,"Anzac 4 - 06&7 2"
14,04/07/2026,09:40,U07A,"GPOI U07A",-,-,"LIPI U07A-2",PUBLISHED,"Grays Point 1 - 06&7 1B"
7,16/05/2026,11:20,U07B,"LIPI U07B-1",-,-,"MENA U07B",PLAYED,"Glenn McGrath Mini A - 06&7 4"
7,16/05/2026,08:00,U07B,"NCAR U07B",-,-,"CSEA U07B-1",PLAYED,"North Caringbah - 06&7 2"
7,16/05/2026,10:30,U07B,"CSEA U07B-2",-,-,"KIRR U07B",PLAYED,"Woolooware 1 - 06&7 1"
7,16/05/2026,08:50,U07B,"GYME U07B",-,-,"BBAY U07B",PLAYED,"Gymea Bay 1 - 06&7 8"
7,16/05/2026,11:20,U07B,"LIPI U07B-2",-,-,"COMO U07B",PLAYED,"Glenn McGrath Mini A - 06&7 5"
8,23/05/2026,08:50,U07B,"BBAY U07B",-,-,"LIPI U07B-2",PLAYED,"Prince Edward - 06&7 1"
8,23/05/2026,09:40,U07B,"KIRR U07B",-,-,"GYME U07B",PLAYED,"Kareela 5 - 06&7 2"
8,23/05/2026,08:50,U07B,"CSEA U07B-1",-,-,"CSEA U07B-2","<span class='text-red-600'>CANCELLED</span>","Woolooware 1 - 06&7 4"
8,23/05/2026,09:40,U07B,"MENA U07B",-,-,"NCAR U07B",PLAYED,"Buckle 1 - 06&7 D"
8,23/05/2026,08:50,U07B,"COMO U07B",-,-,"LIPI U07B-1",PLAYED,"Jannali 1 - 06&7 2"
9,08/06/2026,09:40,U07B,"LIPI U07B-1",-,-,"LIPI U07B-2",PLAYED,"Glenn McGrath Mini A - 06&7 2"
9,08/06/2026,08:00,U07B,"NCAR U07B",-,-,"COMO U07B",PLAYED,"North Caringbah - 06&7 1"
9,08/06/2026,09:40,U07B,"CSEA U07B-2",-,-,"MENA U07B",PLAYED,"Woolooware 1 - 06&7 6"
9,08/06/2026,09:40,U07B,"GYME U07B",-,-,"CSEA U07B-1",PLAYED,"Gymea Bay 1 - 06&7 3"
9,08/06/2026,08:00,U07B,"BBAY U07B",-,-,"KIRR U07B",PLAYED,"Lakewood - 06&7 3"
10,06/06/2026,08:00,U07B,"NCAR U07B",-,-,"LIPI U07B-1",PLAYED,"North Caringbah - 06&7 1"
10,06/06/2026,08:00,U07B,"BBAY U07B",-,-,"CSEA U07B-1",PLAYED,"Lakewood - 06&7 3"
10,06/06/2026,09:40,U07B,"GYME U07B",-,-,"MENA U07B",PLAYED,"Gymea Bay 1 - 06&7 2"
10,06/06/2026,08:50,U07B,"CSEA U07B-2",-,-,"COMO U07B",PLAYED,"Woolooware 1 - 06&7 1"
10,06/06/2026,09:40,U07B,"KIRR U07B",-,-,"LIPI U07B-2",PLAYED,"Kareela 5 - 06&7 2"
11,13/06/2026,10:30,U07B,"LIPI U07B-2",-,-,"NCAR U07B",PLAYED,"Glenn McGrath Mini A - 06&7 3"
11,13/06/2026,10:30,U07B,"LIPI U07B-1",-,-,"CSEA U07B-2",PLAYED,"Glenn McGrath Mini A - 06&7 2"
11,13/06/2026,08:50,U07B,"COMO U07B",-,-,"GYME U07B",PLAYED,"Jannali 1 - 06&7 1"
11,13/06/2026,09:40,U07B,"MENA U07B",-,-,"BBAY U07B",PLAYED,"Buckle 1 - 06&7 A"
11,13/06/2026,09:40,U07B,"CSEA U07B-1",-,-,"KIRR U07B",PLAYED,"Woolooware 1 - 06&7 3"
12,20/06/2026,08:50,U07B,"GYME U07B",-,-,"LIPI U07B-1",PUBLISHED,"Gymea Bay 1 - 06&7 5"
12,20/06/2026,10:30,U07B,"CSEA U07B-2",-,-,"NCAR U07B",PUBLISHED,"Woolooware 1 - 06&7 2"
12,20/06/2026,10:30,U07B,"KIRR U07B",-,-,"MENA U07B",PUBLISHED,"Kareela 5 - 06&7 2"
12,20/06/2026,08:00,U07B,"BBAY U07B",-,-,"COMO U07B",PUBLISHED,"Lakewood - 06&7 1"
12,20/06/2026,10:30,U07B,"CSEA U07B-1",-,-,"LIPI U07B-2",PUBLISHED,"Woolooware 1 - 06&7 3"
13,27/06/2026,10:30,U07B,"LIPI U07B-2",-,-,"CSEA U07B-2",PUBLISHED,"Glenn McGrath Mini A - 06&7 2"
13,27/06/2026,08:00,U07B,"NCAR U07B",-,-,"GYME U07B",PUBLISHED,"North Caringbah - 06&7 5"
13,27/06/2026,10:30,U07B,"LIPI U07B-1",-,-,"BBAY U07B",PUBLISHED,"Glenn McGrath Mini A - 06&7 1"
13,27/06/2026,08:00,U07B,"COMO U07B",-,-,"KIRR U07B",PUBLISHED,"Jannali 1 - 06&7 1"
13,27/06/2026,08:50,U07B,"MENA U07B",-,-,"CSEA U07B-1",PUBLISHED,"Buckle 1 - 06&7 B"
14,04/07/2026,09:40,U07B,"KIRR U07B",-,-,"LIPI U07B-1",PUBLISHED,"Kareela 5 - 06&7 2"
14,04/07/2026,08:50,U07B,"BBAY U07B",-,-,"NCAR U07B",PUBLISHED,"Lakewood - 06&7 1"
14,04/07/2026,08:50,U07B,"GYME U07B",-,-,"CSEA U07B-2",PUBLISHED,"Gymea Bay 1 - 06&7 5"
14,04/07/2026,09:40,U07B,"CSEA U07B-1",-,-,"COMO U07B",PUBLISHED,"Woolooware 1 - 06&7 8"
14,04/07/2026,09:40,U07B,"MENA U07B",-,-,"LIPI U07B-2",PUBLISHED,"Buckle 1 - 06&7 C"
7,16/05/2026,08:50,U07C,"GYME U07C",-,-,"BOSC U07C",PLAYED,"Gymea Bay 1 - 06&7 7"
7,16/05/2026,09:40,U07C,"CSEA U07C-2",-,-,"CSEA U07C-1",PLAYED,"Woolooware 1 - 06&7 5"
7,16/05/2026,-,U07C,BYE,-,-,"LIPI U07C-1",PLAYED,-
7,16/05/2026,09:40,U07C,"GPOI U07C",-,-,"MIRA U07C",PLAYED,"Grays Point 1 - 06&7 1C"
7,16/05/2026,10:30,U07C,"LIPI U07C-2",-,-,"SYLV U07C",PLAYED,"Glenn McGrath Mini A - 06&7 3"
8,23/05/2026,10:30,U07C,"MIRA U07C",-,-,"LIPI U07C-2",PLAYED,"Seymour Shaw 2 - 06&7 2B"
8,23/05/2026,11:20,U07C,"LIPI U07C-1",-,-,"GPOI U07C",PLAYED,"Glenn McGrath Mini A - 06&7 1"
8,23/05/2026,-,U07C,"CSEA U07C-1",-,-,BYE,PLAYED,-
8,23/05/2026,09:40,U07C,"BOSC U07C",-,-,"CSEA U07C-2","<span class='text-red-600'>CANCELLED</span>","Woolooware 1 - 06&7 4"
8,23/05/2026,08:00,U07C,"SYLV U07C",-,-,"GYME U07C","<span class='text-red-600'>CANCELLED</span>","Box Road 2 - 06&7 2D"
9,08/06/2026,09:40,U07C,"GYME U07C",-,-,"LIPI U07C-2",PLAYED,"Gymea Bay 1 - 06&7 2"
9,08/06/2026,09:40,U07C,"CSEA U07C-2",-,-,"SYLV U07C",PLAYED,"Woolooware 1 - 06&7 5"
9,08/06/2026,-,U07C,BYE,-,-,"BOSC U07C",PLAYED,-
9,08/06/2026,09:40,U07C,"GPOI U07C",-,-,"CSEA U07C-1",PLAYED,"Grays Point 1 - 06&7 1A"
9,08/06/2026,10:30,U07C,"MIRA U07C",-,-,"LIPI U07C-1",PLAYED,"Seymour Shaw 2 - 06&7 2B"
10,06/06/2026,08:50,U07C,"CSEA U07C-2",-,-,"GYME U07C",PLAYED,"Woolooware 1 - 06&7 8"
10,06/06/2026,10:30,U07C,"MIRA U07C",-,-,"CSEA U07C-1",PLAYED,"Seymour Shaw 2 - 06&7 2B"
10,06/06/2026,09:40,U07C,"GPOI U07C",-,-,"BOSC U07C",PLAYED,"Grays Point 1 - 06&7 1A"
10,06/06/2026,-,U07C,BYE,-,-,"SYLV U07C",PLAYED,-
10,06/06/2026,11:20,U07C,"LIPI U07C-1",-,-,"LIPI U07C-2",PLAYED,"Glenn McGrath Mini A - 06&7 4"
11,13/06/2026,10:30,U07C,"LIPI U07C-2",-,-,"CSEA U07C-2",PLAYED,"Glenn McGrath Mini A - 06&7 4"
11,13/06/2026,-,U07C,"GYME U07C",-,-,BYE,PLAYED,-
11,13/06/2026,08:50,U07C,"SYLV U07C",-,-,"GPOI U07C",PLAYED,"Box Road 2 - 06&7 2A"
11,13/06/2026,08:50,U07C,"BOSC U07C",-,-,"MIRA U07C",PLAYED,"Woronora Heights 2 - 06&7 6"
11,13/06/2026,09:40,U07C,"CSEA U07C-1",-,-,"LIPI U07C-1",PLAYED,"Woolooware 1 - 06&7 2"
12,20/06/2026,08:50,U07C,"GPOI U07C",-,-,"GYME U07C",PUBLISHED,"Grays Point 1 - 06&7 1A"
12,20/06/2026,-,U07C,BYE,-,-,"CSEA U07C-2",PUBLISHED,-
12,20/06/2026,11:20,U07C,"LIPI U07C-1",-,-,"BOSC U07C",PUBLISHED,"Glenn McGrath Mini A - 06&7 6"
12,20/06/2026,11:20,U07C,"MIRA U07C",-,-,"SYLV U07C",PUBLISHED,"Seymour Shaw 2 - 06&7 2B"
12,20/06/2026,10:30,U07C,"CSEA U07C-1",-,-,"LIPI U07C-2",PUBLISHED,"Woolooware 1 - 06&7 1"
13,27/06/2026,-,U07C,"LIPI U07C-2",-,-,BYE,PUBLISHED,-
13,27/06/2026,08:50,U07C,"CSEA U07C-2",-,-,"GPOI U07C",PUBLISHED,"Woolooware 1 - 06&7 5"
13,27/06/2026,08:50,U07C,"GYME U07C",-,-,"MIRA U07C",PUBLISHED,"Gymea Bay 1 - 06&7 1"
13,27/06/2026,08:50,U07C,"SYLV U07C",-,-,"LIPI U07C-1",PUBLISHED,"Box Road 2 - 06&7 2A"
13,27/06/2026,08:50,U07C,"BOSC U07C",-,-,"CSEA U07C-1",PUBLISHED,"Woronora Heights 2 - 06&7 1"
14,04/07/2026,11:20,U07C,"LIPI U07C-1",-,-,"GYME U07C",PUBLISHED,"Glenn McGrath Mini A - 06&7 5"
14,04/07/2026,11:20,U07C,"MIRA U07C",-,-,"CSEA U07C-2",PUBLISHED,"Seymour Shaw 2 - 06&7 2A"
14,04/07/2026,-,U07C,"GPOI U07C",-,-,BYE,PUBLISHED,-
14,04/07/2026,09:40,U07C,"CSEA U07C-1",-,-,"SYLV U07C",PUBLISHED,"Woolooware 1 - 06&7 7"
14,04/07/2026,08:50,U07C,"BOSC U07C",-,-,"LIPI U07C-2",PUBLISHED,"Woronora Heights 2 - 06&7 2"
7,16/05/2026,09:40,U07D,"CSEA U07D",-,-,"MENA U07D",PLAYED,"Woolooware 1 - 06&7 4"
7,16/05/2026,09:40,U07D,"CSEA U07F-1",-,-,"CRSL U07D",PLAYED,"Woolooware 1 - 06&7 3"
7,16/05/2026,08:00,U07D,"COMO U07D",-,-,"LIPI U07D-1",PLAYED,"Jannali 1 - 06&7 1"
7,16/05/2026,10:30,U07D,"EEAG U07D",-,-,"GEOR U07D",PLAYED,"Anzac 4 - 06&7 1"
7,16/05/2026,08:50,U07D,"BOSC U07D",-,-,"LOFT U07D",PLAYED,"Woronora Heights 2 - 06&7 3"
8,23/05/2026,12:10,U07D,"GEOR U07D",-,-,"BOSC U07D",PLAYED,"Oyster Bay Mini - 3A 6&7"
8,23/05/2026,11:20,U07D,"LIPI U07D-1",-,-,"EEAG U07D",PLAYED,"Glenn McGrath Mini A - 06&7 2"
8,23/05/2026,08:50,U07D,"CRSL U07D",-,-,"COMO U07D",PLAYED,"Solander 4A2 - 06&7"
8,23/05/2026,08:50,U07D,"MENA U07D",-,-,"CSEA U07F-1",PLAYED,"Buckle 1 - 06&7 H"
8,23/05/2026,09:50,U07D,"LOFT U07D",-,-,"CSEA U07D",PLAYED,"Loftus Oval 2 Mini - 6&7"
9,08/06/2026,09:40,U07D,"CSEA U07D",-,-,"BOSC U07D",PLAYED,"Woolooware 1 - 06&7 3"
9,08/06/2026,09:40,U07D,"LIPI U07D-2",-,-,"LOFT U07D",PLAYED,"Glenn McGrath Mini A - 06&7 3"
9,08/06/2026,08:00,U07D,"COMO U07D",-,-,"MENA U07D",PLAYED,"Jannali 1 - 06&7 3"
9,08/06/2026,11:50,U07D,"EEAG U07D",-,-,"CRSL U07D",PLAYED,"Anzac 4 - 06&7 2"
9,08/06/2026,09:40,U07D,"GEOR U07D",-,-,"LIPI U07D-1",PLAYED,"Oyster Bay Mini - 3A 6&7"
10,06/06/2026,10:30,U07D,"LIPI U07D-2",-,-,"CSEA U07D",PLAYED,"Glenn McGrath Mini A - 06&7 1"
10,06/06/2026,11:20,U07D,"GEOR U07D",-,-,"CRSL U07D",PLAYED,"Oyster Bay Mini - 3A 6&7"
10,06/06/2026,11:20,U07D,"EEAG U07D",-,-,"MENA U07D",PLAYED,"Anzac 4 - 06&7 2"
10,06/06/2026,08:00,U07D,"COMO U07D",-,-,"LOFT U07D",PLAYED,"Jannali 1 - 06&7 4"
10,06/06/2026,10:30,U07D,"LIPI U07D-1",-,-,"BOSC U07D",PLAYED,"Glenn McGrath Mini A - 06&7 7"
11,13/06/2026,08:50,U07D,"BOSC U07D",-,-,"LIPI U07D-2",PLAYED,"Woronora Heights 2 - 06&7 1"
11,13/06/2026,08:50,U07D,"CSEA U07D",-,-,"COMO U07D",PLAYED,"Woolooware 1 - 06&7 1"
11,13/06/2026,09:50,U07D,"LOFT U07D",-,-,"EEAG U07D",PUBLISHED,"Loftus Oval 2 Mini - 6&7"
11,13/06/2026,09:40,U07D,"MENA U07D",-,-,"GEOR U07D",PLAYED,"Buckle 1 - 06&7 E"
11,13/06/2026,08:00,U07D,"CRSL U07D",-,-,"LIPI U07D-1",PLAYED,"Solander 4B2 - 06&7"
12,20/06/2026,11:20,U07D,"EEAG U07D",-,-,"CSEA U07D",PUBLISHED,"Anzac 4 - 06&7 2"
12,20/06/2026,08:00,U07D,"COMO U07D",-,-,"LIPI U07D-2",PUBLISHED,"Jannali 1 - 06&7 4"
12,20/06/2026,10:30,U07D,"LIPI U07D-1",-,-,"MENA U07D",PUBLISHED,"Glenn McGrath Mini A - 06&7 7"
12,20/06/2026,10:30,U07D,"GEOR U07D",-,-,"LOFT U07D",PUBLISHED,"Oyster Bay Mini - 3A 6&7"
12,20/06/2026,08:50,U07D,"CRSL U07D",-,-,"BOSC U07D",PUBLISHED,"Solander 4A2 - 06&7"
13,27/06/2026,08:00,U07D,"BOSC U07D",-,-,"COMO U07D",PUBLISHED,"Woronora Heights 2 - 06&7 6"
13,27/06/2026,10:30,U07D,"LIPI U07D-2",-,-,"EEAG U07D",PUBLISHED,"Glenn McGrath Mini A - 06&7 3"
13,27/06/2026,08:50,U07D,"CSEA U07D",-,-,"GEOR U07D",PUBLISHED,"Woolooware 1 - 06&7 4"
13,27/06/2026,09:00,U07D,"LOFT U07D",-,-,"LIPI U07D-1",PUBLISHED,"Loftus Oval 2 Mini - 6&7"
13,27/06/2026,08:50,U07D,"MENA U07D",-,-,"CRSL U07D",PUBLISHED,"Buckle 1 - 06&7 C"
14,04/07/2026,11:20,U07D,"LIPI U07D-1",-,-,"CSEA U07D",PUBLISHED,"Glenn McGrath Mini A - 06&7 6"
14,04/07/2026,11:20,U07D,"GEOR U07D",-,-,"LIPI U07D-2",PUBLISHED,"Oyster Bay Mini - 3A 6&7"
14,04/07/2026,10:30,U07D,"EEAG U07D",-,-,"COMO U07D",PUBLISHED,"Anzac 4 - 06&7 1"
14,04/07/2026,08:50,U07D,"CRSL U07D",-,-,"LOFT U07D",PUBLISHED,"Solander 4A2 - 06&7"
14,04/07/2026,08:50,U07D,"MENA U07D",-,-,"BOSC U07D",PUBLISHED,"Buckle 1 - 06&7 H"
7,16/05/2026,09:40,U07E,"GPOI U07E",-,-,"NCAR U07E",PLAYED,"Grays Point 1 - 06&7 1B"
7,16/05/2026,08:50,U07E,"MENA U07E",-,-,"GEOR U07E-1",PLAYED,"Buckle 1 - 06&7 G"
7,16/05/2026,09:40,U07E,"CSEA U07E",-,-,"GYME U07E-1",PLAYED,"Woolooware 1 - 06&7 2"
7,16/05/2026,08:00,U07E,"BBAY U07E",-,-,"GYME U07E-2",PLAYED,"Lakewood - 06&7 2"
7,16/05/2026,09:40,U07E,"GEOR U07E-2",-,-,"LIPI U07E",PLAYED,"Oyster Bay Mini - 3A 6&7"
8,23/05/2026,08:50,U07E,"GYME U07E-2",-,-,"GEOR U07E-2",PLAYED,"Gymea Bay 1 - 06&7 3"
8,23/05/2026,08:50,U07E,"GYME U07E-1",-,-,"BBAY U07E",PLAYED,"Gymea Bay 1 - 06&7 4"
8,23/05/2026,11:20,U07E,"GEOR U07E-1",-,-,"CSEA U07E",PLAYED,"Oyster Bay Mini - 3B 6&7"
8,23/05/2026,08:00,U07E,"NCAR U07E",-,-,"MENA U07E",PLAYED,"North Caringbah - 06&7 6"
8,23/05/2026,11:20,U07E,"LIPI U07E",-,-,"GPOI U07E",PLAYED,"Glenn McGrath Mini A - 06&7 3"
9,08/06/2026,09:40,U07E,"GPOI U07E",-,-,"GEOR U07E-2",PLAYED,"Grays Point 1 - 06&7 1C"
9,08/06/2026,08:50,U07E,"MENA U07E",-,-,"LIPI U07E",PLAYED,"Buckle 1 - 06&7 E"
9,08/06/2026,09:40,U07E,"CSEA U07E",-,-,"NCAR U07E",PLAYED,"Woolooware 1 - 06&7 2"
9,08/06/2026,08:00,U07E,"BBAY U07E",-,-,"GEOR U07E-1",PLAYED,"Lakewood - 06&7 2"
9,08/06/2026,08:50,U07E,"GYME U07E-2",-,-,"GYME U07E-1",PLAYED,"Gymea Bay 1 - 06&7 1"
10,06/06/2026,08:50,U07E,"MENA U07E",-,-,"GPOI U07E",PLAYED,"Buckle 1 - 06&7 A"
10,06/06/2026,08:50,U07E,"GYME U07E-2",-,-,"GEOR U07E-1",PLAYED,"Gymea Bay 1 - 06&7 8"
10,06/06/2026,08:00,U07E,"BBAY U07E",-,-,"NCAR U07E",PLAYED,"Lakewood - 06&7 2"
10,06/06/2026,08:50,U07E,"CSEA U07E",-,-,"LIPI U07E",PLAYED,"Woolooware 1 - 06&7 6"
10,06/06/2026,08:50,U07E,"GYME U07E-1",-,-,"GEOR U07E-2",PLAYED,"Gymea Bay 1 - 06&7 1"
11,13/06/2026,09:40,U07E,"GEOR U07E-2",-,-,"MENA U07E",PLAYED,"Oyster Bay Mini - 3A 6&7"
11,13/06/2026,09:40,U07E,"GPOI U07E",-,-,"CSEA U07E",PLAYED,"Grays Point 1 - 06&7 1B"
11,13/06/2026,10:30,U07E,"LIPI U07E",-,-,"BBAY U07E",PLAYED,"Glenn McGrath Mini A - 06&7 5"
11,13/06/2026,08:00,U07E,"NCAR U07E",-,-,"GYME U07E-2",PLAYED,"North Caringbah - 06&7 3"
11,13/06/2026,09:40,U07E,"GEOR U07E-1",-,-,"GYME U07E-1",PLAYED,"Oyster Bay Mini - 3B 6&7"
12,20/06/2026,08:00,U07E,"BBAY U07E",-,-,"GPOI U07E",PUBLISHED,"Lakewood - 06&7 3"
12,20/06/2026,09:40,U07E,"CSEA U07E",-,-,"MENA U07E",PUBLISHED,"Woolooware 1 - 06&7 3"
12,20/06/2026,08:50,U07E,"GYME U07E-1",-,-,"NCAR U07E",PUBLISHED,"Gymea Bay 1 - 06&7 3"
12,20/06/2026,08:50,U07E,"GYME U07E-2",-,-,"LIPI U07E",PUBLISHED,"Gymea Bay 1 - 06&7 4"
12,20/06/2026,09:40,U07E,"GEOR U07E-1",-,-,"GEOR U07E-2",PUBLISHED,"Oyster Bay Mini - 3B 6&7"
13,27/06/2026,09:40,U07E,"GEOR U07E-2",-,-,"CSEA U07E",PUBLISHED,"Oyster Bay Mini - 3B 6&7"
13,27/06/2026,08:50,U07E,"MENA U07E",-,-,"BBAY U07E",PUBLISHED,"Buckle 1 - 06&7 D"
13,27/06/2026,09:40,U07E,"GPOI U07E",-,-,"GYME U07E-2",PUBLISHED,"Grays Point 1 - 06&7 1A"
13,27/06/2026,10:30,U07E,"LIPI U07E",-,-,"GYME U07E-1",PUBLISHED,"Glenn McGrath Mini A - 06&7 4"
13,27/06/2026,08:00,U07E,"NCAR U07E",-,-,"GEOR U07E-1",PUBLISHED,"North Caringbah - 06&7 6"
14,04/07/2026,08:50,U07E,"GYME U07E-1",-,-,"GPOI U07E",PUBLISHED,"Gymea Bay 1 - 06&7 3"
14,04/07/2026,08:50,U07E,"GYME U07E-2",-,-,"MENA U07E",PUBLISHED,"Gymea Bay 1 - 06&7 4"
14,04/07/2026,08:00,U07E,"BBAY U07E",-,-,"CSEA U07E",PUBLISHED,"Lakewood - 06&7 1"
14,04/07/2026,10:30,U07E,"GEOR U07E-1",-,-,"LIPI U07E",PUBLISHED,"Oyster Bay Mini - 3B 6&7"
14,04/07/2026,08:00,U07E,"NCAR U07E",-,-,"GEOR U07E-2",PUBLISHED,"North Caringbah - 06&7 1"
7,16/05/2026,08:00,U07F,"BANG U07F",-,-,"MIRA U07F",PLAYED,"Billa Road - 06&7 B"
7,16/05/2026,08:50,U07F,"CSEA U07F-2",-,-,"BOSC U07F",PLAYED,"Woolooware 1 - 06&7 7"
7,16/05/2026,08:00,U07F,"NCAR U07F",-,-,"LIPI U07D-2",PLAYED,"North Caringbah - 06&7 3"
7,16/05/2026,10:10,U07F,"BARD U07F",-,-,"LIPI U07F-1",PLAYED,"Ridge 6 - M5 - 06&7 2"
7,16/05/2026,08:00,U07F,"GEOR U07F",-,-,"LIPI U07F-2",PLAYED,"Oyster Bay Mini - 3B 6&7"
8,23/05/2026,11:20,U07F,"LIPI U07F-1",-,-,"GEOR U07F",PLAYED,"Glenn McGrath Mini A - 06&7 6"
8,23/05/2026,11:20,U07F,"LIPI U07D-2",-,-,"BARD U07F",PLAYED,"Glenn McGrath Mini A - 06&7 5"
8,23/05/2026,08:00,U07F,"BOSC U07F",-,-,"NCAR U07F",PLAYED,"Woronora Heights 2 - 06&7 1"
8,23/05/2026,09:40,U07F,"MIRA U07F",-,-,"CSEA U07F-2",PLAYED,"Seymour Shaw 2 - 06&7 2A"
8,23/05/2026,11:20,U07F,"LIPI U07F-2",-,-,"BANG U07F",PLAYED,"Glenn McGrath Mini A - 06&7 4"
9,08/06/2026,08:00,U07F,"BANG U07F",-,-,"GEOR U07F",PLAYED,"Billa Road - 06&7 E"
9,08/06/2026,08:50,U07F,"CSEA U07F-2",-,-,"LIPI U07F-2",PLAYED,"Woolooware 1 - 06&7 1"
9,08/06/2026,08:00,U07F,"NCAR U07F",-,-,"MIRA U07F",PLAYED,"North Caringbah - 06&7 2"
9,08/06/2026,10:10,U07F,"BARD U07F",-,-,"BOSC U07F",PLAYED,"Ridge 6 - M5 - 06&7 2"
9,08/06/2026,10:30,U07F,"LIPI U07F-1",-,-,"CSEA U07F-1",PLAYED,"Glenn McGrath Mini A - 06&7 3"
10,06/06/2026,08:50,U07F,"CSEA U07F-2",-,-,"BANG U07F",PLAYED,"Woolooware 1 - 06&7 5"
10,06/06/2026,10:30,U07F,"LIPI U07F-1",-,-,"BOSC U07F",PLAYED,"Glenn McGrath Mini A - 06&7 2"
10,06/06/2026,08:30,U07F,"BARD U07F",-,-,"MIRA U07F",PLAYED,"Ridge 6 - M5 - 06&7 2"
10,06/06/2026,08:00,U07F,"NCAR U07F",-,-,"LIPI U07F-2",PLAYED,"North Caringbah - 06&7 2"
10,06/06/2026,08:50,U07F,"CSEA U07F-1",-,-,"GEOR U07F",PLAYED,"Woolooware 1 - 06&7 7"
11,13/06/2026,08:50,U07F,"GEOR U07F",-,-,"CSEA U07F-2",PLAYED,"Oyster Bay Mini - 3B 6&7"
11,13/06/2026,08:00,U07F,"BANG U07F",-,-,"NCAR U07F",PLAYED,"Billa Road - 06&7 B"
11,13/06/2026,10:30,U07F,"LIPI U07F-2",-,-,"BARD U07F",PLAYED,"Glenn McGrath Mini A - 06&7 6"
11,13/06/2026,09:40,U07F,"MIRA U07F",-,-,"LIPI U07F-1",PLAYED,"Seymour Shaw 2 - 06&7 2A"
11,13/06/2026,08:50,U07F,"BOSC U07F",-,-,"CSEA U07F-1",PLAYED,"Woronora Heights 2 - 06&7 2"
12,20/06/2026,09:20,U07F,"BARD U07F",-,-,"BANG U07F",PUBLISHED,"Ridge 6 - M5 - 06&7 2"
12,20/06/2026,08:00,U07F,"NCAR U07F",-,-,"CSEA U07F-2",PUBLISHED,"North Caringbah - 06&7 2"
12,20/06/2026,09:40,U07F,"CSEA U07F-1",-,-,"MIRA U07F",PUBLISHED,"Woolooware 1 - 06&7 2"
12,20/06/2026,10:30,U07F,"LIPI U07F-1",-,-,"LIPI U07F-2",PUBLISHED,"Glenn McGrath Mini A - 06&7 1"
12,20/06/2026,08:50,U07F,"BOSC U07F",-,-,"GEOR U07F",PUBLISHED,"Woronora Heights 2 - 06&7 2"
13,27/06/2026,09:40,U07F,"GEOR U07F",-,-,"NCAR U07F",PUBLISHED,"Oyster Bay Mini - 3A 6&7"
13,27/06/2026,08:50,U07F,"CSEA U07F-2",-,-,"BARD U07F",PUBLISHED,"Woolooware 1 - 06&7 3"
13,27/06/2026,08:50,U07F,"BANG U07F",-,-,"LIPI U07F-1",PUBLISHED,"Billa Road - 06&7 D"
13,27/06/2026,10:30,U07F,"LIPI U07F-2",-,-,"CSEA U07F-1",PUBLISHED,"Glenn McGrath Mini A - 06&7 5"
13,27/06/2026,09:40,U07F,"MIRA U07F",-,-,"BOSC U07F",PUBLISHED,"Seymour Shaw 2 - 06&7 2A"
14,04/07/2026,08:50,U07F,"CSEA U07F-1",-,-,"BANG U07F",PUBLISHED,"Woolooware 1 - 06&7 6"
14,04/07/2026,10:30,U07F,"LIPI U07F-1",-,-,"CSEA U07F-2",PUBLISHED,"Glenn McGrath Mini A - 06&7 7"
14,04/07/2026,09:20,U07F,"BARD U07F",-,-,"NCAR U07F",PUBLISHED,"Ridge 6 - M5 - 06&7 1"
14,04/07/2026,08:50,U07F,"BOSC U07F",-,-,"LIPI U07F-2",PUBLISHED,"Woronora Heights 2 - 06&7 3"
14,04/07/2026,10:30,U07F,"MIRA U07F",-,-,"GEOR U07F",PUBLISHED,"Seymour Shaw 2 - 06&7 2A"
7,16/05/2026,08:00,U07H,"MENA U07H-2",-,-,"BBAY U07H",PLAYED,"Buckle 1 - 06&7 H"
7,16/05/2026,-,U07H,BYE,-,-,"EEAG U07H",PLAYED,-
7,16/05/2026,08:50,U07H,"GEOR U07H",-,-,"GYME U07H-1",PLAYED,"Oyster Bay Mini - 3B 6&7"
7,16/05/2026,10:30,U07H,"LIPI U07H-1",-,-,"GYME U07H-2",PLAYED,"Glenn McGrath Mini A - 06&7 6"
7,16/05/2026,10:30,U07H,"LIPI U07H-2",-,-,"MENA U07H-1",PLAYED,"Glenn McGrath Mini A - 06&7 5"
8,23/05/2026,08:00,U07H,"GYME U07H-2",-,-,"LIPI U07H-2",PLAYED,"Gymea Bay 1 - 06&7 8"
8,23/05/2026,08:00,U07H,"GYME U07H-1",-,-,"LIPI U07H-1",PLAYED,"Gymea Bay 1 - 06&7 1"
8,23/05/2026,11:00,U07H,"EEAG U07H",-,-,"GEOR U07H",PLAYED,"Anzac 4 - 06&7 1"
8,23/05/2026,-,U07H,"BBAY U07H",-,-,BYE,PLAYED,-
8,23/05/2026,08:50,U07H,"MENA U07H-1",-,-,"MENA U07H-2",PLAYED,"Buckle 1 - 06&7 A"
