Round,Date,Time,League,"Home Team",H,A,"Away Team",Status,Venue
18,09/08/2026,13:20,PLR,"CSEA PLR",-,-,"NCAR PLR",PUBLISHED,"5 Sports Caringbah"
18,09/08/2026,13:20,PLR,"GEOR PLR",-,-,"COMO PLR",PUBLISHED,"Oyster Bay 1"
18,08/08/2026,17:00,PLR,"LIPI PLR",-,-,"GYME PLR",PUBLISHED,"Kareela 3"
18,07/08/2026,18:15,PLR,"KIRR PLR",-,-,"EEAG PLR",PUBLISHED,"Kareela 3"
1,22/03/2026,-,PLW,"KIRR PLW",0,-,BYE,PLAYED,-
5,26/04/2026,-,PLW,"MIRA PLW",0,-,BYE,PLAYED,-
7,24/05/2026,-,PLW,"BOSC PLW",0,-,BYE,PLAYED,-
8,31/05/2026,-,PLW,BYE,-,0,"CSEA PLW",PLAYED,-
2,29/03/2026,-,PLW,BYE,-,0,"NCAR PLW",PLAYED,-
3,12/04/2026,-,PLW,"COMO PLW",0,-,BYE,PLAYED,-
4,19/04/2026,-,PLW,BYE,-,0,"GYME PLW",PLAYED,-
6,10/05/2026,-,PLW,BYE,-,0,"LIPI PLW",PLAYED,-
9,07/06/2026,-,PLW,"BANG PLW",0,-,BYE,PLAYED,-
10,14/06/2026,-,PLW,BYE,-,0,"KIRR PLW",PLAYED,-
11,21/06/2026,-,PLW,"NCAR PLW",-,-,BYE,PUBLISHED,-
12,28/06/2026,-,PLW,BYE,-,-,"COMO PLW",PUBLISHED,-
13,05/07/2026,-,PLW,"GYME PLW",-,-,BYE,PUBLISHED,-
14,12/07/2026,-,PLW,BYE,-,-,"MIRA PLW",PUBLISHED,-
15,18/07/2026,-,PLW,"LIPI PLW",-,-,BYE,PUBLISHED,-
16,26/07/2026,-,PLW,BYE,-,-,"BOSC PLW",PUBLISHED,-
17,02/08/2026,-,PLW,"CSEA PLW",-,-,BYE,PUBLISHED,-
18,09/08/2026,-,PLW,BYE,-,-,"BANG PLW",PUBLISHED,-
1,29/03/2026,11:40,AM10,"BARD AM10-2",0,7,"KIRR AM10",PLAYED,"Ridge 4"
1,29/03/2026,11:20,AM10,"BBAY AM10",4,1,"BARD AM10-1",PLAYED,"Ridge 10"
1,29/03/2026,13:20,AM10,"BOSC AM10",6,1,"GWAB AM10",PLAYED,"Woronora Heights 2"
1,29/03/2026,15:00,AM10,"ECRU AM10",2,3,"HEAT AM10",PLAYED,"Preston Park"
1,29/03/2026,15:00,AM10,"NSUT AM10",2,0,"NCAR AM10",PLAYED,"Sutherland Oval 2"
2,12/04/2026,13:20,AM10,"KIRR AM10",3,0,"NSUT AM10",PLAYED,"Kareela 3"
2,12/04/2026,13:20,AM10,"HEAT AM10",16,1,"BARD AM10-2",PLAYED,"Heathcote 2"
2,12/04/2026,13:20,AM10,"GWAB AM10",0,4,"ECRU AM10",PLAYED,"Graham Arnold Oval"
2,12/04/2026,11:40,AM10,"BARD AM10-1",4,2,"BOSC AM10",PLAYED,"Ridge 3"
2,12/04/2026,10:00,AM10,"NCAR AM10",2,3,"BBAY AM10",PLAYED,"Tonkin Oval"
3,19/04/2026,13:20,AM10,"BARD AM10-2",1,5,"GWAB AM10",PLAYED,"Ridge 3"
3,19/04/2026,15:00,AM10,"KIRR AM10",4,1,"HEAT AM10",PLAYED,"Kareela 3"
3,19/04/2026,15:00,AM10,"BOSC AM10",2,2,"NCAR AM10",PLAYED,"Woronora Heights 2"
3,19/04/2026,15:00,AM10,"ECRU AM10",1,1,"BARD AM10-1",PLAYED,"Preston Park"
3,19/04/2026,15:00,AM10,"NSUT AM10",1,2,"BBAY AM10",PLAYED,"Sutherland Oval 2"
4,26/04/2026,13:20,AM10,"HEAT AM10",1,3,"NSUT AM10",PLAYED,"Heathcote 2"
4,26/04/2026,13:20,AM10,"GWAB AM10",3,6,"KIRR AM10",PLAYED,"Graham Arnold Oval"
4,26/04/2026,11:40,AM10,"BARD AM10-1",9,1,"BARD AM10-2",PLAYED,"Ridge 3"
4,26/04/2026,13:10,AM10,"NCAR AM10",2,2,"ECRU AM10",PLAYED,"North Caringbah Oval"
4,26/04/2026,11:20,AM10,"BBAY AM10",2,3,"BOSC AM10",PLAYED,"Lakewood 1"
5,03/05/2026,11:40,AM10,"BARD AM10-2",2,1,"NCAR AM10",PLAYED,"Ridge 4"
5,03/05/2026,11:40,AM10,"KIRR AM10",3,0,"BARD AM10-1",PLAYED,"Kareela 4"
5,03/05/2026,13:10,AM10,"HEAT AM10",6,0,"GWAB AM10",PLAYED,"Heathcote 2"
5,03/05/2026,15:00,AM10,"ECRU AM10",1,6,"BBAY AM10",PLAYED,"Preston Park"
5,03/05/2026,15:00,AM10,"NSUT AM10",3,2,"BOSC AM10",PLAYED,"Sutherland Oval 2"
6,10/05/2026,13:20,AM10,"GWAB AM10",0,6,"NSUT AM10",PLAYED,"Kareela 2"
6,10/05/2026,13:20,AM10,"BARD AM10-1",1,0,"HEAT AM10",PLAYED,"Ridge 3"
6,10/05/2026,10:00,AM10,"NCAR AM10",0,5,"KIRR AM10",PLAYED,"Tonkin Oval"
6,10/05/2026,11:40,AM10,"BBAY AM10",5,1,"BARD AM10-2",PLAYED,"Ridge 10"
6,10/05/2026,15:00,AM10,"BOSC AM10",3,1,"ECRU AM10",PLAYED,"Woronora Heights 2"
7,17/05/2026,11:40,AM10,"BARD AM10-2",0,8,"BOSC AM10",PLAYED,"Ridge 4"
7,17/05/2026,15:00,AM10,"KIRR AM10",0,0,"BBAY AM10",PLAYED,"Kareela 4"
7,17/05/2026,11:40,AM10,"HEAT AM10",1,1,"NCAR AM10",PLAYED,"Heathcote 2"
7,17/05/2026,11:40,AM10,"GWAB AM10",1,1,"BARD AM10-1",PLAYED,"Graham Arnold Oval"
7,17/05/2026,15:00,AM10,"NSUT AM10",4,0,"ECRU AM10",PLAYED,"Sutherland Oval 2"
8,24/05/2026,10:00,AM10,"BARD AM10-1",1,4,"NSUT AM10",PLAYED,"Ridge 4"
8,24/05/2026,13:10,AM10,"NCAR AM10",1,0,"GWAB AM10",PLAYED,"Ridge 3"
8,24/05/2026,09:40,AM10,"BBAY AM10",2,0,"HEAT AM10",PLAYED,"Ridge 9"
8,24/05/2026,11:40,AM10,"BOSC AM10",0,1,"KIRR AM10",PLAYED,"Kareela 2"
8,24/05/2026,15:00,AM10,"ECRU AM10",3,2,"BARD AM10-2",PLAYED,"Preston Park"
9,21/06/2026,13:20,AM10,"BARD AM10-2",-,-,"NSUT AM10",PUBLISHED,"Ridge 4"
9,21/06/2026,11:40,AM10,"KIRR AM10",-,-,"ECRU AM10",PUBLISHED,"Kareela 3"
9,21/06/2026,13:20,AM10,"HEAT AM10",-,-,"BOSC AM10",PUBLISHED,"Heathcote 2"
9,21/06/2026,13:20,AM10,"GWAB AM10",-,-,"BBAY AM10",PUBLISHED,"Graham Arnold Oval"
9,21/06/2026,15:00,AM10,"BARD AM10-1",-,-,"NCAR AM10",PUBLISHED,"Ridge 4"
10,07/06/2026,15:00,AM10,"KIRR AM10",9,0,"BARD AM10-2",PLAYED,"Kareela 4"
10,07/06/2026,13:20,AM10,"BARD AM10-1",2,5,"BBAY AM10",PLAYED,"Ridge 4"
10,07/06/2026,13:20,AM10,"GWAB AM10",1,0,"BOSC AM10",PLAYED,"Graham Arnold Oval"
10,07/06/2026,13:20,AM10,"HEAT AM10",2,4,"ECRU AM10",PLAYED,"Heathcote 2"
10,07/06/2026,13:10,AM10,"NCAR AM10",1,1,"NSUT AM10",PLAYED,"North Caringbah Oval"
11,14/06/2026,11:20,AM10,"NSUT AM10",1,1,"KIRR AM10",PLAYED,"Sutherland Oval 2"
11,14/06/2026,11:20,AM10,"BARD AM10-2",2,5,"HEAT AM10",PLAYED,"Ridge 4"
11,14/06/2026,09:40,AM10,"ECRU AM10",2,0,"GWAB AM10",PLAYED,"Buckle 1"
11,14/06/2026,09:40,AM10,"BOSC AM10",2,8,"BARD AM10-1",PLAYED,"Boystown Oval 1"
11,14/06/2026,11:20,AM10,"BBAY AM10",-,-,"NCAR AM10",PUBLISHED,"Ridge 10"
12,28/06/2026,13:20,AM10,"GWAB AM10",-,-,"BARD AM10-2",PUBLISHED,"Graham Arnold Oval"
12,28/06/2026,15:00,AM10,"HEAT AM10",-,-,"KIRR AM10",PUBLISHED,"Heathcote 2"
12,28/06/2026,10:00,AM10,"NCAR AM10",-,-,"BOSC AM10",PUBLISHED,"Tonkin Oval"
12,28/06/2026,11:40,AM10,"BARD AM10-1",-,-,"ECRU AM10",PUBLISHED,"Ridge 4"
12,28/06/2026,08:00,AM10,"BBAY AM10",-,-,"NSUT AM10",PUBLISHED,"Lakewood 1"
13,05/07/2026,15:00,AM10,"NSUT AM10",-,-,"HEAT AM10",PUBLISHED,"Sutherland Oval 2"
13,05/07/2026,08:20,AM10,"KIRR AM10",-,-,"GWAB AM10",PUBLISHED,"Kareela 3"
13,05/07/2026,13:20,AM10,"BARD AM10-2",-,-,"BARD AM10-1",PUBLISHED,"Ridge 4"
13,05/07/2026,15:00,AM10,"ECRU AM10",-,-,"NCAR AM10",PUBLISHED,"Preston Park"
13,05/07/2026,15:00,AM10,"BOSC AM10",-,-,"BBAY AM10",PUBLISHED,"Woronora Heights 2"
14,12/07/2026,13:20,AM10,"NCAR AM10",-,-,"BARD AM10-2",PUBLISHED,"Tonkin Oval"
14,12/07/2026,11:40,AM10,"BARD AM10-1",-,-,"KIRR AM10",PUBLISHED,"Ridge 4"
14,12/07/2026,11:40,AM10,"GWAB AM10",-,-,"HEAT AM10",PUBLISHED,"Box Road 3"
14,12/07/2026,10:00,AM10,"BBAY AM10",-,-,"ECRU AM10",PUBLISHED,"Ridge 10"
14,12/07/2026,10:00,AM10,"BOSC AM10",-,-,"NSUT AM10",PUBLISHED,"Woronora Heights 1"
1,29/03/2026,10:00,AW07,"BOSC AW07-1",1,2,"BOSC AW07-2",PLAYED,"Woronora Heights 2"
1,29/03/2026,10:00,AW07,"COMO AW07-2",2,1,"COMO AW07-1",PLAYED,"Jannali 2"
1,29/03/2026,11:40,AW07,"HEAT AW07",5,0,"STPA AW07",PLAYED,"Heathcote 2"
1,29/03/2026,11:40,AW07,"GEOR AW07",7,0,"CSEA AW08",PLAYED,"Oyster Bay 1"
2,12/04/2026,11:40,AW07,"BOSC AW07-2",3,0,"GEOR AW07",PLAYED,"Woronora Heights 2"
2,12/04/2026,09:40,AW07,"STPA AW07",3,2,"BOSC AW07-1",PLAYED,"Forest Road"
2,12/04/2026,10:00,AW07,"COMO AW07-1",3,3,"HEAT AW07",PLAYED,"Jannali 2"
2,12/04/2026,08:20,AW07,"CSEA AW08",2,5,"COMO AW07-2",PLAYED,"Woolooware 1"
3,19/04/2026,10:00,AW07,"BOSC AW07-1",2,2,"COMO AW07-1",PLAYED,"Woronora Heights 2"
3,19/04/2026,08:20,AW07,"BOSC AW07-2",2,4,"STPA AW07",PLAYED,"Woronora Heights 2"
3,19/04/2026,11:40,AW07,"HEAT AW07",2,0,"CSEA AW08",PLAYED,"Heathcote 2"
3,19/04/2026,11:40,AW07,"GEOR AW07",1,2,"COMO AW07-2",PLAYED,"Oyster Bay 1"
4,26/04/2026,08:10,AW07,"STPA AW07",0,0,"GEOR AW07",PLAYED,"Forest Road"
4,26/04/2026,11:40,AW07,"COMO AW07-1",2,0,"BOSC AW07-2",PLAYED,"Jannali 2"
4,26/04/2026,10:00,AW07,"CSEA AW08",1,4,"BOSC AW07-1",PLAYED,"Tonkin Oval"
4,26/04/2026,10:00,AW07,"COMO AW07-2",3,2,"HEAT AW07",PLAYED,"Jannali 2"
1,29/03/2026,11:40,O35C,"COMO O35C",2,1,"KIRR O35C",PLAYED,"Jannali 1"
1,29/03/2026,13:00,O35C,"LOFT O35C",1,5,"BANG O35C",PLAYED,"Loftus Oval 1"
1,29/03/2026,10:00,O35C,"SYLV O35C",0,1,"EEAG O35C",PLAYED,"Box Road 1"
1,29/03/2026,15:00,O35C,"GEOR O35C",6,0,"BBAY O35C",PLAYED,"Oyster Bay 1"
1,29/03/2026,11:40,O35C,"GYME O35C",3,0,"STPA O35C",PLAYED,"Gymea Bay 1"
2,12/04/2026,15:00,O35C,"KIRR O35C",0,1,"GYME O35C",PLAYED,"Kareela 4"
2,12/04/2026,11:40,O35C,"BBAY O35C",2,1,"COMO O35C",PLAYED,"Jannali 2"
2,12/04/2026,13:10,O35C,"EEAG O35C",1,2,"GEOR O35C",PLAYED,"Anzac 2"
2,12/04/2026,10:00,O35C,"BANG O35C",0,4,"SYLV O35C",PLAYED,"Ridge 1"
2,12/04/2026,13:00,O35C,"STPA O35C",5,2,"LOFT O35C",PLAYED,"Forest Road"
3,19/04/2026,13:20,O35C,"COMO O35C",2,4,"EEAG O35C",PLAYED,"Jannali 1"
3,17/04/2026,19:00,O35C,"KIRR O35C",3,0,"BBAY O35C",PLAYED,"Kareela 4"
3,19/04/2026,10:00,O35C,"SYLV O35C",2,1,"STPA O35C",PLAYED,"Box Road 1"
3,19/04/2026,15:00,O35C,"GEOR O35C",2,0,"BANG O35C",PLAYED,"Oyster Bay 2"
3,19/04/2026,13:20,O35C,"GYME O35C",8,2,"LOFT O35C",PLAYED,"Gymea Bay 1"
4,26/04/2026,11:50,O35C,"BBAY O35C",1,3,"GYME O35C",PLAYED,"Ridge 10"
4,26/04/2026,13:10,O35C,"EEAG O35C",2,3,"KIRR O35C",PLAYED,"Anzac 3"
4,26/04/2026,08:20,O35C,"BANG O35C",4,2,"COMO O35C",PLAYED,"Ridge 1"
4,26/04/2026,11:30,O35C,"STPA O35C",1,4,"GEOR O35C",PLAYED,"Forest Road"
4,26/04/2026,14:40,O35C,"LOFT O35C",2,2,"SYLV O35C",PLAYED,"Loftus Oval 1"
5,03/05/2026,13:20,O35C,"COMO O35C",4,3,"STPA O35C",PLAYED,"Jannali 1"
5,01/05/2026,19:00,O35C,"KIRR O35C",0,1,"BANG O35C",PLAYED,"Kareela 4"
5,03/05/2026,11:20,O35C,"BBAY O35C",3,1,"EEAG O35C",PLAYED,"Lakewood 1"
5,03/05/2026,13:20,O35C,"GEOR O35C",0,2,"LOFT O35C",PLAYED,"Ridge 9"
5,03/05/2026,10:00,O35C,"GYME O35C",0,0,"SYLV O35C",PLAYED,"Gymea Bay 1"
6,10/05/2026,13:10,O35C,"EEAG O35C",0,3,"GYME O35C",PLAYED,"Anzac 2"
6,10/05/2026,08:20,O35C,"BANG O35C",1,1,"BBAY O35C",PLAYED,"Ridge 2"
6,10/05/2026,13:10,O35C,"STPA O35C",0,3,"KIRR O35C","<span class='text-red-600'>FORFEITED</span>","Forest Road"
6,10/05/2026,13:00,O35C,"LOFT O35C",0,3,"COMO O35C",PLAYED,"Loftus Oval 1"
6,10/05/2026,10:00,O35C,"SYLV O35C",2,2,"GEOR O35C",PLAYED,"Box Road 1"
7,17/05/2026,11:40,O35C,"COMO O35C",1,1,"SYLV O35C",PLAYED,"Jannali 1"
7,17/05/2026,13:20,O35C,"KIRR O35C",4,2,"LOFT O35C",PLAYED,"Kareela 4"
7,17/05/2026,13:00,O35C,"BBAY O35C",4,1,"STPA O35C",PLAYED,"Ridge 10"
7,17/05/2026,13:10,O35C,"EEAG O35C",2,1,"BANG O35C",PLAYED,"Anzac 2"
7,17/05/2026,11:40,O35C,"GYME O35C",4,2,"GEOR O35C",PLAYED,"Gymea Bay 1"
8,24/05/2026,10:00,O35C,"BANG O35C",0,3,"GYME O35C",PLAYED,"Ridge 2"
8,24/05/2026,11:30,O35C,"STPA O35C",2,4,"EEAG O35C",PLAYED,"Forest Road"
8,24/05/2026,11:20,O35C,"LOFT O35C",3,2,"BBAY O35C",PLAYED,"Loftus Oval 1"
8,24/05/2026,11:30,O35C,"SYLV O35C",2,0,"KIRR O35C",PLAYED,"Box Road 3"
8,24/05/2026,11:40,O35C,"GEOR O35C",0,3,"COMO O35C",PLAYED,"Oyster Bay 1"
9,21/06/2026,13:20,O35C,"COMO O35C",-,-,"GYME O35C",PUBLISHED,"Jannali 1"
9,19/06/2026,19:00,O35C,"KIRR O35C",-,-,"GEOR O35C",PUBLISHED,"Kareela 4"
9,21/06/2026,11:20,O35C,"BBAY O35C",-,-,"SYLV O35C",PUBLISHED,"Ridge 10"
9,21/06/2026,13:10,O35C,"EEAG O35C",-,-,"LOFT O35C",PUBLISHED,"Anzac 2"
9,21/06/2026,10:00,O35C,"BANG O35C",-,-,"STPA O35C",PUBLISHED,"Ridge 1"
10,07/06/2026,13:20,O35C,"KIRR O35C",2,2,"COMO O35C",PLAYED,"Kareela 4"
10,07/06/2026,10:00,O35C,"BANG O35C",1,1,"LOFT O35C",PLAYED,"Ridge 2"
10,07/06/2026,13:10,O35C,"EEAG O35C",2,0,"SYLV O35C",PLAYED,"Anzac 2"
10,07/06/2026,11:20,O35C,"BBAY O35C",0,5,"GEOR O35C",PLAYED,"Lakewood 1"
10,07/06/2026,11:30,O35C,"STPA O35C",1,3,"GYME O35C",PLAYED,"Forest Road"
11,14/06/2026,09:40,O35C,"GYME O35C",1,3,"KIRR O35C",PLAYED,"Billa Road"
11,14/06/2026,08:00,O35C,"COMO O35C",7,0,"BBAY O35C",PLAYED,"Ridge 2"
11,14/06/2026,11:20,O35C,"GEOR O35C",0,3,"EEAG O35C",PLAYED,"Oyster Bay 1"
11,14/06/2026,08:00,O35C,"SYLV O35C",0,1,"BANG O35C",PLAYED,"Box Road 3"
11,14/06/2026,09:40,O35C,"LOFT O35C",2,1,"STPA O35C",PLAYED,"Loftus Oval 1"
12,28/06/2026,13:10,O35C,"EEAG O35C",-,-,"COMO O35C",PUBLISHED,"Anzac 2"
12,28/06/2026,09:40,O35C,"BBAY O35C",-,-,"KIRR O35C",PUBLISHED,"Lakewood 1"
12,28/06/2026,11:30,O35C,"STPA O35C",-,-,"SYLV O35C",PUBLISHED,"Forest Road"
12,28/06/2026,08:20,O35C,"BANG O35C",-,-,"GEOR O35C",PUBLISHED,"Ridge 2"
12,28/06/2026,14:40,O35C,"LOFT O35C",-,-,"GYME O35C",PUBLISHED,"Loftus Oval 1"
13,05/07/2026,11:40,O35C,"GYME O35C",-,-,"BBAY O35C",PUBLISHED,"Gymea Bay 1"
13,03/07/2026,19:00,O35C,"KIRR O35C",-,-,"EEAG O35C",PUBLISHED,"Kareela 4"
13,05/07/2026,10:00,O35C,"COMO O35C",-,-,"BANG O35C",PUBLISHED,"Jannali 1"
13,05/07/2026,13:20,O35C,"GEOR O35C",-,-,"STPA O35C",PUBLISHED,"Oyster Bay 2"
13,05/07/2026,10:00,O35C,"SYLV O35C",-,-,"LOFT O35C",PUBLISHED,"Box Road 1"
14,12/07/2026,11:30,O35C,"STPA O35C",-,-,"COMO O35C",PUBLISHED,"Forest Road"
14,12/07/2026,08:20,O35C,"BANG O35C",-,-,"KIRR O35C",PUBLISHED,"Ridge 2"
14,12/07/2026,11:30,O35C,"EEAG O35C",-,-,"BBAY O35C",PUBLISHED,"Anzac 2"
14,12/07/2026,16:20,O35C,"LOFT O35C",-,-,"GEOR O35C",PUBLISHED,"Loftus Oval 1"
14,12/07/2026,10:00,O35C,"SYLV O35C",-,-,"GYME O35C",PUBLISHED,"Box Road 1"
1,29/03/2026,08:20,O35E,"BANG O35E",5,2,"BBAY O35E",PLAYED,"Ridge 1"
1,29/03/2026,11:40,O35E,"BARD O35E",1,4,"COMO O35E",PLAYED,"Ridge 3"
1,29/03/2026,13:20,O35E,"GEOR O35E-2",0,4,"ECRU O35E",PLAYED,"Oyster Bay 2"
1,29/03/2026,08:20,O35E,"GYME O35E",1,0,"LOFT O35E",PLAYED,"Kareela 2"
1,29/03/2026,15:00,O35E,"GEOR O35E-1",9,1,"MENA O35E",PLAYED,"Oyster Bay 2"
2,12/04/2026,09:40,O35E,"BBAY O35E",0,9,"GEOR O35E-1",PLAYED,"Ridge 10"
2,12/04/2026,13:00,O35E,"LOFT O35E",0,3,"BANG O35E",PLAYED,"Loftus Oval 1"
2,12/04/2026,13:20,O35E,"ECRU O35E",1,3,"GYME O35E",PLAYED,"Preston Park"
2,12/04/2026,11:40,O35E,"COMO O35E",6,0,"GEOR O35E-2",PLAYED,"Jannali 1"
2,12/04/2026,13:00,O35E,"MENA O35E",0,5,"BARD O35E",PLAYED,"Buckle 1"
3,19/04/2026,10:00,O35E,"BANG O35E",2,1,"ECRU O35E",PLAYED,"Ridge 2"
3,19/04/2026,11:20,O35E,"BBAY O35E",1,1,"LOFT O35E",PLAYED,"Lakewood 1"
3,19/04/2026,10:00,O35E,"GEOR O35E-2",3,1,"MENA O35E",PLAYED,"Kareela 4"
3,19/04/2026,15:00,O35E,"GYME O35E",7,1,"COMO O35E",PLAYED,"Gymea Bay 2"
3,19/04/2026,13:20,O35E,"GEOR O35E-1",0,0,"BARD O35E",PLAYED,"Oyster Bay 2"
4,26/04/2026,13:00,O35E,"LOFT O35E",1,4,"GEOR O35E-1",PLAYED,"Loftus Oval 1"
4,26/04/2026,11:40,O35E,"ECRU O35E",1,1,"BBAY O35E",PLAYED,"Preston Park"
4,26/04/2026,15:00,O35E,"COMO O35E",3,1,"BANG O35E",PLAYED,"Jannali 2"
4,26/04/2026,13:00,O35E,"MENA O35E",0,11,"GYME O35E",PLAYED,"Buckle 1"
4,26/04/2026,10:00,O35E,"BARD O35E",5,1,"GEOR O35E-2",PLAYED,"Ridge 4"
5,03/05/2026,10:00,O35E,"BANG O35E",3,0,"MENA O35E","<span class='text-red-600'>FORFEITED</span>","Ridge 1"
5,03/05/2026,11:40,O35E,"BBAY O35E",0,3,"COMO O35E",PLAYED,"Ridge 10"
5,03/05/2026,13:00,O35E,"LOFT O35E",2,2,"ECRU O35E",PLAYED,"Loftus Oval 1"
5,03/05/2026,13:20,O35E,"GYME O35E",1,1,"BARD O35E",PLAYED,"Gymea Bay 2"
5,03/05/2026,13:20,O35E,"GEOR O35E-1",6,0,"GEOR O35E-2",PLAYED,"Oyster Bay 1"
6,10/05/2026,10:00,O35E,"ECRU O35E",1,4,"GEOR O35E-1",PLAYED,"Preston Park"
6,10/05/2026,11:40,O35E,"COMO O35E",5,1,"LOFT O35E",PLAYED,"Jannali 2"
6,10/05/2026,11:20,O35E,"MENA O35E",1,5,"BBAY O35E",PLAYED,"Buckle 1"
6,10/05/2026,10:00,O35E,"BARD O35E",1,1,"BANG O35E",PLAYED,"Ridge 4"
6,10/05/2026,13:20,O35E,"GEOR O35E-2",0,8,"GYME O35E",PLAYED,"Oyster Bay 2"
7,17/05/2026,10:00,O35E,"BANG O35E",3,0,"GEOR O35E-2","<span class='text-red-600'>FORFEITED</span>","Ridge 1"
7,17/05/2026,09:40,O35E,"BBAY O35E",0,4,"BARD O35E",PLAYED,"Lakewood 1"
7,17/05/2026,14:40,O35E,"LOFT O35E",2,0,"MENA O35E",PLAYED,"Loftus Oval 1"
7,17/05/2026,13:20,O35E,"ECRU O35E",1,1,"COMO O35E",PLAYED,"Preston Park"
7,17/05/2026,13:20,O35E,"GEOR O35E-1",2,6,"GYME O35E",PLAYED,"Oyster Bay 2"
8,24/05/2026,10:00,O35E,"COMO O35E",3,3,"GEOR O35E-1",PLAYED,"Jannali 2"
8,24/05/2026,11:20,O35E,"MENA O35E",0,5,"ECRU O35E",PLAYED,"Coachwood Oval"
8,24/05/2026,08:20,O35E,"BARD O35E",5,1,"LOFT O35E",PLAYED,"Ridge 5"
8,24/05/2026,15:00,O35E,"GEOR O35E-2",3,1,"BBAY O35E",PLAYED,"Oyster Bay 2"
8,24/05/2026,11:40,O35E,"GYME O35E",2,1,"BANG O35E",PLAYED,"Gymea Bay 2"
9,21/06/2026,10:00,O35E,"BANG O35E",-,-,"GEOR O35E-1",PUBLISHED,"Ridge 2"
9,21/06/2026,09:40,O35E,"BBAY O35E",-,-,"GYME O35E",PUBLISHED,"Ridge 10"
9,21/06/2026,14:40,O35E,"LOFT O35E",-,-,"GEOR O35E-2",PUBLISHED,"Loftus Oval 1"
9,21/06/2026,11:40,O35E,"ECRU O35E",-,-,"BARD O35E",PUBLISHED,"Preston Park"
9,21/06/2026,15:00,O35E,"COMO O35E",-,-,"MENA O35E",PUBLISHED,"Jannali 2"
10,07/06/2026,09:40,O35E,"BBAY O35E",0,5,"BANG O35E",PLAYED,"Lakewood 1"
10,07/06/2026,13:20,O35E,"COMO O35E",2,3,"BARD O35E",PLAYED,"Jannali 2"
10,07/06/2026,11:40,O35E,"ECRU O35E",3,1,"GEOR O35E-2",PLAYED,"Preston Park"
10,07/06/2026,13:00,O35E,"LOFT O35E",0,5,"GYME O35E",PLAYED,"Loftus Oval 1"
10,07/06/2026,09:40,O35E,"MENA O35E",0,4,"GEOR O35E-1",PLAYED,"Buckle 1"
11,14/06/2026,09:40,O35E,"GEOR O35E-1",2,1,"BBAY O35E",PLAYED,"Ridge 9"
11,14/06/2026,08:00,O35E,"BANG O35E",4,1,"LOFT O35E",PLAYED,"Ridge 1"
11,14/06/2026,08:00,O35E,"GYME O35E",6,0,"ECRU O35E",PLAYED,"Billa Road"
11,14/06/2026,11:20,O35E,"GEOR O35E-2",0,5,"COMO O35E",PLAYED,"Ridge 9"
11,14/06/2026,09:40,O35E,"BARD O35E",3,0,"MENA O35E",PLAYED,"Ridge 4"
12,28/06/2026,10:00,O35E,"ECRU O35E",-,-,"BANG O35E",PUBLISHED,"Preston Park"
12,28/06/2026,16:20,O35E,"LOFT O35E",-,-,"BBAY O35E",PUBLISHED,"Loftus Oval 1"
12,28/06/2026,09:40,O35E,"MENA O35E",-,-,"GEOR O35E-2",PUBLISHED,"Buckle 1"
12,28/06/2026,13:20,O35E,"COMO O35E",-,-,"GYME O35E",PUBLISHED,"Jannali 2"
12,28/06/2026,10:00,O35E,"BARD O35E",-,-,"GEOR O35E-1",PUBLISHED,"Ridge 4"
13,05/07/2026,10:00,O35E,"GEOR O35E-1",-,-,"LOFT O35E",PUBLISHED,"Oyster Bay 1"
13,05/07/2026,09:40,O35E,"BBAY O35E",-,-,"ECRU O35E",PUBLISHED,"Lakewood 1"
13,05/07/2026,10:00,O35E,"BANG O35E",-,-,"COMO O35E",PUBLISHED,"Ridge 1"
13,05/07/2026,15:00,O35E,"GYME O35E",-,-,"MENA O35E",PUBLISHED,"Gymea Bay 2"
13,05/07/2026,08:20,O35E,"GEOR O35E-2",-,-,"BARD O35E",PUBLISHED,"Oyster Bay 2"
14,12/07/2026,11:20,O35E,"MENA O35E",-,-,"BANG O35E",PUBLISHED,"Buckle 1"
14,12/07/2026,10:00,O35E,"COMO O35E",-,-,"BBAY O35E",PUBLISHED,"Jannali 2"
14,12/07/2026,10:00,O35E,"ECRU O35E",-,-,"LOFT O35E",PUBLISHED,"Preston Park"
14,12/07/2026,10:00,O35E,"BARD O35E",-,-,"GYME O35E",PUBLISHED,"Ridge 4"
14,12/07/2026,13:20,O35E,"GEOR O35E-2",-,-,"GEOR O35E-1",PUBLISHED,"Oyster Bay 1"
1,29/03/2026,11:40,O45A,"KIRR O45A",4,1,"LIPI O45A",PLAYED,"Kareela 4"
1,29/03/2026,10:00,O45A,"COMO O45A",2,2,"GEOR O45A",PLAYED,"Jannali 1"
1,02/04/2026,19:00,O45A,"SYLV O45A",5,1,"GYME O45A",PLAYED,"Box Road 1"
2,12/04/2026,15:00,O45A,"GEOR O45A",0,5,"KIRR O45A",PLAYED,"Oyster Bay 2"
2,12/04/2026,08:00,O45A,"LIPI O45A",4,6,"SYLV O45A",PLAYED,"Lilli Pilli Oval"
2,12/04/2026,13:20,O45A,"GYME O45A",1,5,"COMO O45A",PLAYED,"Gymea Bay 1"
3,19/04/2026,08:20,O45A,"KIRR O45A",8,0,"GYME O45A",PLAYED,"Kareela 4"
3,19/04/2026,08:00,O45A,"LIPI O45A",4,2,"GEOR O45A",PLAYED,"Lilli Pilli Oval"
